SpCluster,Station,Year,dens.percomp.change,dens.weight.mean,dens.weight.mean.y1,dens.percomp,dens.percomp.y1,SAVArea.percomp.change,SAVArea,denscomp.max,SAV_HA.max
Ruppia,EE3.0,2003,-0.1091591742128502,0.4719101145,10.70814424,0.005032448239258631,0.11419162245210883,-0.18510205367135177,3.79924505,93.77346612699999,159.0976325
Ruppia,EE3.0,2004,0.01300117211566917,1.6910750875,0.4719101145,0.018033620354927803,0.005032448239258631,0.018636702843456834,6.76430035,93.77346612699999,159.0976325
Ruppia,EE3.0,2005,-0.010908505969211158,0.6681466725,1.6910750875,0.007125114385716644,0.018033620354927803,-0.025718256115470482,2.67258669,93.77346612699999,159.0976325
Ruppia,EE3.0,2006,0.017722801685171846,2.3300752160000004,0.6681466725,0.02484791607088849,0.007125114385716644,0.016266247393719076,5.26050814,93.77346612699999,159.0976325
Ruppia,EE3.0,2007,-0.02484791607088849,0,2.3300752160000004,0,0.02484791607088849,-0.03306465380620922,0,93.77346612699999,159.0976325
Ruppia,EE3.0,2008,0.026621808760049784,2.496419282,0,0.026621808760049784,0,0.04846599448926432,7.71082498,93.77346612699999,159.0976325
Ruppia,EE3.0,2009,0.11371108870028003,13.159502206500001,2.496419282,0.14033289746032981,0.026621808760049784,0.2387404580014728,45.69386663,93.77346612699999,159.0976325
Ruppia,EE3.0,2010,0.03851160960723182,16.7708693255,13.159502206500001,0.17884450706756164,0.14033289746032981,0.0015149952655643117,45.93489879,93.77346612699999,159.0976325
Ruppia,EE3.0,2011,0.1238077099525832,28.380747421000002,16.7708693255,0.30265221702014483,0.17884450706756164,0.007917259045322422,47.194515960000004,93.77346612699999,159.0976325
Ruppia,EE3.0,2012,-0.24686221891540727,5.2316214975,28.380747421000002,0.055789998104737545,0.30265221702014483,-0.15432909380345433,22.64112251,93.77346612699999,159.0976325
Ruppia,EE3.0,2013,0.15063379940941407,19.357074984,5.2316214975,0.2064237975141516,0.055789998104737545,0.10363618320970305,39.129393900000004,93.77346612699999,159.0976325
Ruppia,EE3.0,2014,0.1472250338523525,33.162876709,19.357074984,0.3536488313665041,0.2064237975141516,0.1437168010655344,61.9943967,93.77346612699999,159.0976325
Ruppia,EE3.0,2015,0.09586447839440221,42.1524211265,33.162876709,0.4495133097609063,0.3536488313665041,0.09367950833586408,76.89858468999999,93.77346612699999,159.0976325
Ruppia,EE3.0,2016,-0.05925312564403723,36.596050156000004,42.1524211265,0.3902601841168691,0.4495133097609063,-0.012801147308084515,74.86195246,93.77346612699999,159.0976325
Ruppia,EE3.0,2017,0.27457911396416174,62.3442853985,36.596050156000004,0.6648392980810308,0.3902601841168691,0.29698278326046107,122.11121016999999,93.77346612699999,159.0976325
Ruppia,EE3.0,2018,-0.3140321727482901,32.8964000845,62.3442853985,0.3508071253327407,0.6648392980810308,-0.3257348233638862,70.28757095,93.77346612699999,159.0976325
Ruppia,EE3.0,2019,-0.3374797656422348,1.2497527124999999,32.8964000845,0.013327359690505898,0.3508071253327407,-0.4094898043187412,5.138712549999999,93.77346612699999,159.0976325
Ruppia,EE3.0,2020,0.15175949927271054,15.480766977000002,1.2497527124999999,0.16508685896321643,0.013327359690505898,0.13930459970860976,27.30174456,93.77346612699999,159.0976325
Ruppia,EE3.1,1984,NA,7.842379152,NA,0.002106541547128366,NA,NA,23.55298012,3722.8694409994996,4750.56888155
Ruppia,EE3.1,1985,0.0692363113140219,265.6001267505,7.842379152,0.07134285286115026,0.002106541547128366,0.0865468170784322,434.69959613000003,3722.8694409994996,4750.56888155
Ruppia,EE3.1,1986,-0.00620786873049603,242.48904196,265.6001267505,0.06513498413065423,0.07134285286115026,0.018930450161298948,524.63000358,3722.8694409994996,4750.56888155
Ruppia,EE3.1,1987,0.10068585193075279,617.329323254,242.48904196,0.16582083606140702,0.06513498413065423,0.06165032146727699,817.50410228,3722.8694409994996,4750.56888155
Ruppia,EE3.1,1989,0.06996370210596786,877.7950518035001,617.329323254,0.23578453816737488,0.16582083606140702,0.07350505567157828,1166.69493239,3722.8694409994996,4750.56888155
Ruppia,EE3.1,1990,-0.020290586109358605,802.255848837,877.7950518035001,0.21549395205801627,0.23578453816737488,0.020660738193101574,1264.84519232,3722.8694409994996,4750.56888155
Ruppia,EE3.1,1991,0.016562002590251007,863.914022162,802.255848837,0.23205595464826728,0.21549395205801627,0.027205577071399367,1394.08716016,3722.8694409994996,4750.56888155
Ruppia,EE3.1,1992,0.01657197465308813,925.6093201750001,863.914022162,0.2486279293013554,0.23205595464826728,0.03463598315962407,1558.62778394,3722.8694409994996,4750.56888155
Ruppia,EE3.1,1993,-0.08738091107115561,600.3015966215,925.6093201750001,0.1612470182301998,0.2486279293013554,-0.019839459546842464,1464.37906479,3722.8694409994996,4750.56888155
Ruppia,EE3.1,1994,-0.06328942979994545,364.68331248100003,600.3015966215,0.09795758843025434,0.1612470182301998,-0.09451873840075678,1015.3612874199999,3722.8694409994996,4750.56888155
Ruppia,EE3.1,1995,0.010485572219132044,403.719728867,364.68331248100003,0.10844316064938639,0.09795758843025434,-0.03251897295500231,860.87766644,3722.8694409994996,4750.56888155
Ruppia,EE3.1,1996,-0.019798262393459512,330.01338281750003,403.719728867,0.08864489825592688,0.10844316064938639,-0.03410222638791452,698.87269097,3722.8694409994996,4750.56888155
Ruppia,EE3.1,1997,-0.032679974556087676,208.35010421,330.01338281750003,0.0559649236998392,0.08864489825592688,-0.06285415496018996,400.27969834,3722.8694409994996,4750.56888155
